old_url,old_title,old_status,old_indexable,old_inlinks,old_type,old_language,keep_candidate,reason,new_url_candidate,match_confidence,notes
https://www.blancareal.com/,BlancaReal: Luxury Properties on the Costa del Sol 🏡☀️,200,true,145,home,en,yes,Primary homepage candidate.,https://blancareal.com/en/,high,Has obvious duplicate alias(es): https://www.blancareal.com/home/. Legacy root home.
https://www.blancareal.com/blog/,Blog | BlancaReal,200,true,157,blog_index,en,yes,Public editorial index page.,https://blancareal.com/en/posts/,high,Legacy blog index.
https://www.blancareal.com/our-developments/,Our Developments | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,https://blancareal.com/en/projects/,high,Has obvious duplicate alias(es): https://www.blancareal.com/our-developments-2/. Legacy developments index.
https://www.blancareal.com/contact/,Contact | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,https://blancareal.com/en/contact/,high,Has obvious duplicate alias(es): https://www.blancareal.com/contact-blancareal-costadel-sol/. Legacy contact page.
https://www.blancareal.com/faqs/,FAQs | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,,,
https://www.blancareal.com/new-construction/,New construction | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,,,
https://www.blancareal.com/services/,Services | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,,,
https://www.blancareal.com/luxury-villas/,Luxury villas | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,,,
https://www.blancareal.com/second-hand/,Second hand | BlancaReal,200,true,141,service_page,en,yes,Business or transactional landing page.,,,Has obvious duplicate alias(es): https://www.blancareal.com/second-hand-2/.
https://www.blancareal.com/we-sell-your-home-professional-mediation-with-in-house-legal-services-and-marketing/,We sell your home! Professional mediation with in-house legal services and marketing | BlancaReal,200,true,33,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/sell-your-home-blancareal/,high,Legacy post slug mapped through explicit alias (sell-your-home-blancareal).
https://www.blancareal.com/property/sea-view-penthouse-arenal-golf-double-parking-storage/,Exterior Home with Sea Views in Arenal Golf – Double Parking & Storage Room | BlancaReal,200,true,35,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/how-can-i-legally-rent-my-property-to-tourists-in-andalusia/,How can I legally rent my property to tourists in Andalusia? | BlancaReal,200,true,33,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/rent-your-home-to-tourists-andalucia/,high,Legacy post slug mapped through explicit alias (rent-your-home-to-tourists-andalucia).
https://www.blancareal.com/category/real-estate-news/,Real Estate News archivos | BlancaReal,200,true,33,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/category/uncategorized/,Uncategorized archivos | BlancaReal,200,true,33,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/category/real-estate-6/,Real Estate archivos | BlancaReal,200,true,30,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/legal-information-on-illegal-occupation-in-spain/,LEGAL INFORMATION ON ILLEGAL OCCUPATION IN SPAIN | BlancaReal,200,true,30,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/legal-information-illegal-occupation-spain/,high,Legacy post slug mapped through explicit alias (legal-information-illegal-occupation-spain).
https://www.blancareal.com/category/new-develpments/,New develpments archivos | BlancaReal,200,true,30,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/property/newly-built-luxury-appartment-costa-del-sol/,NEWLY BUILT LUXURY APPARTMENT COSTA DEL SOL | BlancaReal,200,true,26,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/trade-war-us-costa-del-sol-europe-international/,How Will the Trump’s Tariffs Affect the Property Market in Spain and the Costa del Sol? | BlancaReal,200,true,30,other,en,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/property/staylish-villa-with-sea-views-marbella-east/,Staylish villa with sea views Marbella East | BlancaReal,200,true,26,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/category/arquitecture-and-design/,Arquitecture and Design archivos | BlancaReal,200,true,30,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/category/partners/,Partners archivos | BlancaReal,200,true,30,category,en,maybe,Category archive needs review before consolidation or retirement.,,,
https://www.blancareal.com/property/penthouses-with-sea-views-in-estepona/,PENTHOUSES WITH SEA VIEWS IN ESTEPONA | BlancaReal,200,true,17,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/luxury-apartments-with-sea-views-in-ojen/,LUXURY APARTMENTS WITH SEA VIEWS IN OJÉN | BlancaReal,200,true,17,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/taxes-pay-costa-del-sol-property/,Which taxes do i need to pay for a Costa del Sol property?,200,true,15,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/taxes-pay-costa-del-sol-property/,high,Legacy post slug matches a current post slug exactly.
https://www.blancareal.com/property/newly-built-penthouse-apartment-in-el-higueron/,NEWLY BUILT PENTHOUSE APARTMENT IN EL HIGUERON | BlancaReal,200,true,13,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/dorronsoro-architeture-firm-behind-calahonda-sunset/,DORRONSORO: ARQUITECTURE FIRM BEHIND CALAHONDA SUNSET | BlancaReal,200,true,3,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/dorronsoro-architects-behind-calahonda-sunset/,high,Legacy post slug mapped through explicit alias (dorronsoro-architects-behind-calahonda-sunset).
https://www.blancareal.com/property/holiday-rental-apartment-near-the-beach-mijas-costa/,Holiday Rental Apartment near the Beach | Mijas Costa | BlancaReal,200,true,2,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/blanca-real-continues-to-support-malaga-expo-2027/,BLANCA REAL CONTINUES TO SUPPORT MALAGA EXPO 2027 | BlancaReal,200,true,2,other,en,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/who-pays-real-estate-commission-fees-in-spain/,Who Pays Real Estate Commission Fees in Spain? | BlancaReal,200,true,2,other,en,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/property/newly-built-apartments-fuengirola-costa-del-sol/,"NEWLY BUILT APARTMENTS FUENGIROLA, COSTA DEL SOL | BlancaReal",200,true,1,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/apartments-for-sale-1-2-or-3-beds-with-sea-views-mijas/,"APARTMENTS FOR SALE 1, 2, OR 3 BEDS WITH SEA VIEWS | MIJAS | BlancaReal",200,true,5,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/new-build-flats-in-el-higueron-fuengirola/,"NEW BUILD APARTMENTS IN FUENGIROLA, COSTA DEL SOL | BlancaReal",200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/newly-built-appartments-fuengirola-costa-del-sol/,"NEWLY BUILT APARTMENTS FUENGIROLA, COSTA DEL SOL | BlancaReal",200,true,1,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/houses-for-sale-mijas/,"TOWNHOUSES IN MIJAS COSTA, COSTA DEL SOL | BlancaReal",200,true,6,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/commercial-property-la-cala-de-mijas-centre/,START YOUR RESTAURANT IN COSTA DEL SOL | BlancaReal,200,true,1,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/urban-plot-for-sale-torrox-malaga/,URBAN PLOT FOR SALE TORROX-MALAGA | BlancaReal,200,true,3,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/beachfront-villa-in-costa-del-sol-for-rent/,BEACHFRONT VILLA IN COSTA DEL SOL FOR RENT | BlancaReal,200,true,2,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/plot-for-sale-in-mijas/,Plot for sale in Mijas Costa | BlancaReal,200,true,3,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/plot-in-nueva-andalucia-with-project-marbella/,"PLOT IN NUEVA ANDALUCIA WITH PROJECT, MARBELLA | BlancaReal",200,true,5,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/wonderful-indipendent-detached-villa-in-cabopino-marbella/,"WONDERFUL INDEPENDENT DETACHED VILLA IN CABOPINO, MARBELLA | BlancaReal",200,true,3,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/new-construction-luxury-villa-with-swimming-pool-in-el-higueron-fuengirola/,NEWLY BUILT LUXURY PENTHOUSES IN COSTA DEL SOL | BlancaReal,200,true,6,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/exclusive-luxury-villas-project-with-sea-views-in-mijas/,EXCLUSIVE LUXURIOUS VILLAS PROJECT WITH SEA VIEWS IN MIJAS | BlancaReal,200,true,1,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/why-buy-house-malaga-with-agency/,Why buy a house in Malaga with a real estate agency?,200,true,1,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/why-buy-house-malaga-with-agency/,high,Legacy post slug matches a current post slug exactly.
https://www.blancareal.com/style-properties-costa-del-sol/,The minimalist style of the Costa del Sol properties.,200,true,2,other,en,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/property/properties-for-sale-in-mijas-costa/,🏖️☀️CONTEMPORARY STYLE VILLAS IN MIJAS COSTA DEL SOL | BlancaReal,200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/2-3-bedroom-apartments-sea-views-sotogrande/,2 or 3 BEDROOMS APARTMENTS FOR SALE WITH SEA VIEWS NEXT TO SOTOGRANDE | BlancaReal,200,true,2,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/newly-built-3-bedrooms-apartments-fuengirola-costa-del-sol/,"NEWLY BUILT 3 BEDROOMS APARTMENTS FUENGIROLA, COSTA DEL SOL | BlancaReal",200,true,1,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/penthouse-with-private-pool-for-sale-in-estepona/,3-4 BEDS PENTHOUSE ESTEPONA CLOSE TO THE BEACH | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/flats-in-fuengirola/,New Build Flats in Fuengirola | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/vacation/,Vacation | BlancaReal,200,true,0,service_page,en,yes,Business or transactional landing page.,,,
https://www.blancareal.com/property/houses-for-sale-fuengirola/,"EXCLUSIVE APARTMENTS FUENGIROLA CENTRE, COSTA DEL SOL | BlancaReal",200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/new-construction-villas-with-sea-views-in-manilva/,NEW CONSTRUCTION VILLAS WITH SEA VIEWS IN MANILVA | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/majestic-villas-with-sea-views-in-mijas-costa-del-sol/,MAJESTIC VILLAS WITH SEA VIEWS IN MIJAS | COSTA DEL SOL | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/home/,BlancaReal: Luxury Properties on the Costa del Sol 🏡☀️,200,true,0,home,en,no,Clear duplicate or alias of another legacy URL.,https://blancareal.com/en/,high,Obvious duplicate of /. Legacy home alias. Canonical legacy counterpart: /.
https://www.blancareal.com/property/3-bedroom-flat-in-estepona/,3 BEDROOM APARTMENTS ESTEPONA BEACH AT 5 MINUTS | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/2-bedroom-flat-in-estepona/,2 BEDROOM APARTMENT ESTEPONA | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/villa-for-sale-in-marbella/,Palo Alto Ojén Marbella | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/es/que-conlleva-obtener-hoy-el-certificado-a-en-viviendas/,¿Qué conlleva obtener hoy el certificado A en viviendas? | BlancaReal,200,true,0,other,es,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/property/new-development-apartments-estepona-costa-del-sol/,"NEW DEVELOPMENT APARTMENTS ESTEPONA, COSTA DEL SOL | BlancaReal",200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property-search/,Property search | BlancaReal,200,true,0,service_page,en,yes,Business or transactional landing page.,https://blancareal.com/en/properties/,high,Legacy property search page.
https://www.blancareal.com/property/luxury-flat-with-sea-view-in-marbella-2/,LUXURY APARTMENT WITH SEA VIEW IN MARBELLA | BlancaReal,200,true,0,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/about-us/,About us | BlancaReal,200,false,141,service_page,en,no,URL is live but non-indexable in the old site.,https://blancareal.com/en/about/,high,"Has obvious duplicate alias(es): https://www.blancareal.com/about-us-2/. Legacy about page. Kept in the master for audit completeness, not as a primary migration candidate."
https://blancareal.com/,BlancaReal: Luxury Properties on the Costa del Sol 🏡☀️,200,false,1,home,en,no,URL is live but non-indexable in the old site.,https://blancareal.com/en/,high,"Has obvious duplicate alias(es): https://www.blancareal.com/home/. Legacy root home. Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/5-reasons-invest-costa-del-sol-given-instability-middle-east/,5 reasons to invest on the Costa del Sol amid instability in the Middle East,200,true,33,other,en,yes,Informational or business content page worth manual migration review.,https://blancareal.com/en/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,high,Legacy post slug matches a current post slug exactly.
https://www.blancareal.com/property/luxury-villa-nueva-andalucia-marbella/,"Sophisticated Luxury Villa in Nueva Andalucia, Marbella | BlancaReal",200,true,28,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/es/blog/,Blog | BlancaReal,200,true,21,blog_index,es,yes,Public editorial index page.,https://blancareal.com/es/posts/,high,Legacy blog index.
https://www.blancareal.com/property/new-build-3-beds-penthouse-fuengirola-costa-del-sol/,"NEW BUILD 3 BEDS PENTHOUSE FUENGIROLA, COSTA DEL SOL | BlancaReal",200,false,13,property,en,no,URL is live but non-indexable in the old site.,,,"Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/property/house-for-sale-in-nagueles-marbella/,EXCELENT VILLA IN MARBELLA | BlancaReal,200,false,12,property,en,no,URL is live but non-indexable in the old site.,,,"Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/de/blog/,Blog | BlancaReal,200,true,15,blog_index,de,yes,Public editorial index page.,https://blancareal.com/de/posts/,high,Legacy blog index.
https://www.blancareal.com/property/plot-with-luxury-villa-project-close-to-marbella/,PLOT WITH LUXURY VILLA PROJECT CLOSE TO MARBELLA | BlancaReal,200,false,1,property,en,no,URL is live but non-indexable in the old site.,,,"Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/nl/bloggen/,Bloggen | BlancaReal,200,true,15,blog_index,nl,yes,Public editorial index page.,https://blancareal.com/nl/posts/,high,Legacy Dutch blog index.
https://www.blancareal.com/fr/blog/,Blog | BlancaReal,200,true,15,blog_index,fr,yes,Public editorial index page.,https://blancareal.com/fr/posts/,high,Legacy blog index.
https://www.blancareal.com/property/new-houses-for-sale-in-fuengirola/,"Condesa Hills: new residential complex near Sohail Castle, Fuengirola",200,false,2,property,en,no,URL is live but non-indexable in the old site.,,,"Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/it/blog/,Blog | BlancaReal,200,true,15,blog_index,it,yes,Public editorial index page.,https://blancareal.com/it/posts/,high,Legacy blog index.
https://www.blancareal.com/blancareal-and-resimo-innovative-real-estate-experience-on-the-costa-del-sol/,BLANCAREAL AND RESIMO: INNOVATIVE REAL ESTATE EXPERIENCE ON THE COSTA DEL SOL | BlancaReal,200,true,4,other,en,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/blog/page/3/,Blog | Page 3 of 5 | BlancaReal,200,true,6,blog_pagination,en,maybe,Pagination archive may be consolidated instead of recreated.,,,
https://www.blancareal.com/property/,Properties archivo | BlancaReal,200,false,0,property,en,no,URL is live but non-indexable in the old site.,https://blancareal.com/en/properties/,high,"Legacy property archive root. Kept in the master for audit completeness, not as a primary migration candidate."
https://www.blancareal.com/de/steuern-haus-kaufen-spanien/,Welche Steuern muss ich für den Kauf einer Immobilie in Spanien bezahlen?,200,true,8,other,de,yes,Informational or business content page worth manual migration review.,,,
https://www.blancareal.com/blog/page/2/,Blog | Page 2 of 5 | BlancaReal,200,true,6,blog_pagination,en,maybe,Pagination archive may be consolidated instead of recreated.,,,
https://www.blancareal.com/blog/page/4/,Blog | Page 4 of 5 | BlancaReal,200,true,6,blog_pagination,en,maybe,Pagination archive may be consolidated instead of recreated.,,,
https://www.blancareal.com/property/spectacular-new-build-property-fuengirola/,"Spectacular new-build property in El Higuerón, Fuengirola | BlancaReal",200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/new-townhouses-san-pedro-de-alcantara/,New Townhouses in San Pedro de Alcántara | BlancaReal,200,true,6,property,en,yes,Property detail or property-related landing page.,https://blancareal.com/en/property/townhouses-san-pedro-de-alcantara/,high,Legacy property slug mapped through explicit alias (townhouses-san-pedro-de-alcantara).
https://www.blancareal.com/property/plot-for-sale-mijas-costa/,Land for sale in Mijas Costa | BlancaReal,200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/beautiful-apartment-san-pedro/,Beautiful Apartment in San Pedro de Alcántara | BlancaReal,200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/beautiful-modern-1st-floor-apartment-las-lagunas-de-mijas/,Beautiful Modern 1st Floor Apartment in Las Lagunas de Mijas | BlancaReal,200,true,4,property,en,yes,Property detail or property-related landing page.,,,
https://www.blancareal.com/property/3-bedroom-apartment-beachfront-fuengirola/,3-Bedroom Apartment on the Beachfront in Fuengirola | BlancaReal,200,true,4,property,en,yes,Property detail or property-related landing page.,https://blancareal.com/en/property/3-bedroom-apartment-paseo-maritimo-fuengirola/,high,Legacy property slug mapped through explicit alias (3-bedroom-apartment-paseo-maritimo-fuengirola).
https://www.blancareal.com/it/tasse-comprare-casa-in-spagna/,Quali tasse devo pagare per comprare casa in Spagna?,200,true,8,other,it,yes,Informational or business content page worth manual migration review.,,,
