old_url,old_title,old_type,old_language,old_inlinks,keep_candidate,new_url_candidate,match_confidence,priority_reason,manual_review_required
https://www.blancareal.com/,BlancaReal: Luxury Properties on the Costa del Sol 🏡☀️,home,en,145,yes,https://blancareal.com/en/,high,Core homepage migration candidate.,no
https://www.blancareal.com/blog/,Blog | BlancaReal,blog_index,en,157,yes,https://blancareal.com/en/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/our-developments/,Our Developments | BlancaReal,service_page,en,141,yes,https://blancareal.com/en/projects/,high,Core service or transactional page.,no
https://www.blancareal.com/contact/,Contact | BlancaReal,service_page,en,141,yes,https://blancareal.com/en/contact/,high,Core service or transactional page.,no
https://www.blancareal.com/faqs/,FAQs | BlancaReal,service_page,en,141,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/new-construction/,New construction | BlancaReal,service_page,en,141,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/services/,Services | BlancaReal,service_page,en,141,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/luxury-villas/,Luxury villas | BlancaReal,service_page,en,141,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/second-hand/,Second hand | BlancaReal,service_page,en,141,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/we-sell-your-home-professional-mediation-with-in-house-legal-services-and-marketing/,We sell your home! Professional mediation with in-house legal services and marketing | BlancaReal,other,en,33,yes,https://blancareal.com/en/post/sell-your-home-blancareal/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/property/sea-view-penthouse-arenal-golf-double-parking-storage/,Exterior Home with Sea Views in Arenal Golf – Double Parking & Storage Room | BlancaReal,property,en,35,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/how-can-i-legally-rent-my-property-to-tourists-in-andalusia/,How can I legally rent my property to tourists in Andalusia? | BlancaReal,other,en,33,yes,https://blancareal.com/en/post/rent-your-home-to-tourists-andalucia/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/legal-information-on-illegal-occupation-in-spain/,LEGAL INFORMATION ON ILLEGAL OCCUPATION IN SPAIN | BlancaReal,other,en,30,yes,https://blancareal.com/en/post/legal-information-illegal-occupation-spain/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/property/newly-built-luxury-appartment-costa-del-sol/,NEWLY BUILT LUXURY APPARTMENT COSTA DEL SOL | BlancaReal,property,en,26,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/trade-war-us-costa-del-sol-europe-international/,How Will the Trump’s Tariffs Affect the Property Market in Spain and the Costa del Sol? | BlancaReal,other,en,30,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/property/staylish-villa-with-sea-views-marbella-east/,Staylish villa with sea views Marbella East | BlancaReal,property,en,26,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/penthouses-with-sea-views-in-estepona/,PENTHOUSES WITH SEA VIEWS IN ESTEPONA | BlancaReal,property,en,17,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/luxury-apartments-with-sea-views-in-ojen/,LUXURY APARTMENTS WITH SEA VIEWS IN OJÉN | BlancaReal,property,en,17,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/taxes-pay-costa-del-sol-property/,Which taxes do i need to pay for a Costa del Sol property?,other,en,15,yes,https://blancareal.com/en/post/taxes-pay-costa-del-sol-property/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/property/newly-built-penthouse-apartment-in-el-higueron/,NEWLY BUILT PENTHOUSE APARTMENT IN EL HIGUERON | BlancaReal,property,en,13,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/dorronsoro-architeture-firm-behind-calahonda-sunset/,DORRONSORO: ARQUITECTURE FIRM BEHIND CALAHONDA SUNSET | BlancaReal,other,en,3,yes,https://blancareal.com/en/post/dorronsoro-architects-behind-calahonda-sunset/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/property/holiday-rental-apartment-near-the-beach-mijas-costa/,Holiday Rental Apartment near the Beach | Mijas Costa | BlancaReal,property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/blanca-real-continues-to-support-malaga-expo-2027/,BLANCA REAL CONTINUES TO SUPPORT MALAGA EXPO 2027 | BlancaReal,other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/who-pays-real-estate-commission-fees-in-spain/,Who Pays Real Estate Commission Fees in Spain? | BlancaReal,other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/property/apartments-for-sale-1-2-or-3-beds-with-sea-views-mijas/,"APARTMENTS FOR SALE 1, 2, OR 3 BEDS WITH SEA VIEWS | MIJAS | BlancaReal",property,en,5,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/new-build-flats-in-el-higueron-fuengirola/,"NEW BUILD APARTMENTS IN FUENGIROLA, COSTA DEL SOL | BlancaReal",property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/houses-for-sale-mijas/,"TOWNHOUSES IN MIJAS COSTA, COSTA DEL SOL | BlancaReal",property,en,6,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/urban-plot-for-sale-torrox-malaga/,URBAN PLOT FOR SALE TORROX-MALAGA | BlancaReal,property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/beachfront-villa-in-costa-del-sol-for-rent/,BEACHFRONT VILLA IN COSTA DEL SOL FOR RENT | BlancaReal,property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/plot-for-sale-in-mijas/,Plot for sale in Mijas Costa | BlancaReal,property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/plot-in-nueva-andalucia-with-project-marbella/,"PLOT IN NUEVA ANDALUCIA WITH PROJECT, MARBELLA | BlancaReal",property,en,5,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/wonderful-indipendent-detached-villa-in-cabopino-marbella/,"WONDERFUL INDEPENDENT DETACHED VILLA IN CABOPINO, MARBELLA | BlancaReal",property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/new-construction-luxury-villa-with-swimming-pool-in-el-higueron-fuengirola/,NEWLY BUILT LUXURY PENTHOUSES IN COSTA DEL SOL | BlancaReal,property,en,6,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/why-buy-house-malaga-with-agency/,Why buy a house in Malaga with a real estate agency?,other,en,1,yes,https://blancareal.com/en/post/why-buy-house-malaga-with-agency/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/style-properties-costa-del-sol/,The minimalist style of the Costa del Sol properties.,other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/property/properties-for-sale-in-mijas-costa/,🏖️☀️CONTEMPORARY STYLE VILLAS IN MIJAS COSTA DEL SOL | BlancaReal,property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/2-3-bedroom-apartments-sea-views-sotogrande/,2 or 3 BEDROOMS APARTMENTS FOR SALE WITH SEA VIEWS NEXT TO SOTOGRANDE | BlancaReal,property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/vacation/,Vacation | BlancaReal,service_page,en,0,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/es/que-conlleva-obtener-hoy-el-certificado-a-en-viviendas/,¿Qué conlleva obtener hoy el certificado A en viviendas? | BlancaReal,other,es,0,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/property-search/,Property search | BlancaReal,service_page,en,0,yes,https://blancareal.com/en/properties/,high,Core service or transactional page.,no
https://www.blancareal.com/5-reasons-invest-costa-del-sol-given-instability-middle-east/,5 reasons to invest on the Costa del Sol amid instability in the Middle East,other,en,33,yes,https://blancareal.com/en/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,high,Informational or business page that should be reviewed early.,no
https://www.blancareal.com/property/luxury-villa-nueva-andalucia-marbella/,"Sophisticated Luxury Villa in Nueva Andalucia, Marbella | BlancaReal",property,en,28,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/es/blog/,Blog | BlancaReal,blog_index,es,21,yes,https://blancareal.com/es/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/de/blog/,Blog | BlancaReal,blog_index,de,15,yes,https://blancareal.com/de/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/nl/bloggen/,Bloggen | BlancaReal,blog_index,nl,15,yes,https://blancareal.com/nl/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/fr/blog/,Blog | BlancaReal,blog_index,fr,15,yes,https://blancareal.com/fr/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/it/blog/,Blog | BlancaReal,blog_index,it,15,yes,https://blancareal.com/it/posts/,high,Editorial index with clear migration relevance.,no
https://www.blancareal.com/blancareal-and-resimo-innovative-real-estate-experience-on-the-costa-del-sol/,BLANCAREAL AND RESIMO: INNOVATIVE REAL ESTATE EXPERIENCE ON THE COSTA DEL SOL | BlancaReal,other,en,4,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/de/steuern-haus-kaufen-spanien/,Welche Steuern muss ich für den Kauf einer Immobilie in Spanien bezahlen?,other,de,8,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/property/spectacular-new-build-property-fuengirola/,"Spectacular new-build property in El Higuerón, Fuengirola | BlancaReal",property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/new-townhouses-san-pedro-de-alcantara/,New Townhouses in San Pedro de Alcántara | BlancaReal,property,en,6,yes,https://blancareal.com/en/property/townhouses-san-pedro-de-alcantara/,high,Property with high-confidence candidate already identified.,yes
https://www.blancareal.com/property/plot-for-sale-mijas-costa/,Land for sale in Mijas Costa | BlancaReal,property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/beautiful-apartment-san-pedro/,Beautiful Apartment in San Pedro de Alcántara | BlancaReal,property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/beautiful-modern-1st-floor-apartment-las-lagunas-de-mijas/,Beautiful Modern 1st Floor Apartment in Las Lagunas de Mijas | BlancaReal,property,en,4,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/3-bedroom-apartment-beachfront-fuengirola/,3-Bedroom Apartment on the Beachfront in Fuengirola | BlancaReal,property,en,4,yes,https://blancareal.com/en/property/3-bedroom-apartment-paseo-maritimo-fuengirola/,high,Property with high-confidence candidate already identified.,yes
https://www.blancareal.com/it/tasse-comprare-casa-in-spagna/,Quali tasse devo pagare per comprare casa in Spagna?,other,it,8,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/es/gastos-comprar-piso-en-malaga/,¿Qué gastos necesito pagar para comprar piso en Málaga?,other,es,8,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/fr/impots-achat-maison-en-espagne/,Quels son les impôts à payer à l’achat d’une maison en espagne?,other,fr,8,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/property/3-story-family-home-fuengirola/,3-story Family Home in Fuengirola | BlancaReal,property,en,6,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/bright-apartment-san-pedro-de-alcantara/,Bright Apartment in San Pedro de Alcántara | BlancaReal,property,en,6,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/townhouse-with-sea-and-fuengirola-views-costa-del-sol/,"TOWNHOUSE WITH SEA AND FUENGIROLA VIEWS, COSTA DEL SOL | BlancaReal",property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/almitak-offplan-appartements-and-penthouses-mijas-costa/,ALMITAK- OFFPLAN APPARTEMENTS AND PENTHOUSES MIJAS COSTA | BlancaReal,property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/rentals/,Villas and flats for rent in Malaga and province | BlancaReal,service_page,en,0,yes,,,Core service or transactional page.,yes
https://www.blancareal.com/es/el-precio-de-la-eficiencia-energetica-una-comparativa-desde-ahorro-en-luz-hasta-sostenibilidad/,El precio de la eficiencia energética. Una comparativa desde ahorro en luz hasta sostenibilidad. | BlancaReal,other,es,0,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/sustainable-fuengirola/,Sustainable Fuengirola | BlancaReal,other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/es/certificados-de-eficiencia-energetica-de-clase-a/,Certificados de eficiencia energética de clase A | BlancaReal,other,es,0,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/property/almitak-offplan-apartments-and-penthouses-mijas-costa/,ALMITAK- OFFPLAN APARTMENTS AND PENTHOUSES MIJAS COSTA | BlancaReal,property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/es/consejos-para-nueva-inversion-dar-de-alta-la-luz/,"Consejos para su nueva inversión, gestiones y cómo dar de alta la luz",other,es,0,yes,,,Relevant multilingual informational or commercial page.,yes
https://www.blancareal.com/property/charming-apartment-san-pedro/,Charming Apartment in San Pedro de Alcántara | BlancaReal,property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/plot-for-sale-in-mijas-costa/,Plot of more than 16.000 m2 in Mijas Costa | BlancaReal,property,en,3,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/real-estate-boom/,Real Estate BOOM in Costa del Sol | BlancaReal,other,en,1,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/es/comercializacion-inmobiliaria-costa-del-sol/,Comercialización Inmobiliaria en la Costa del Sol | BlancaReal,service_page,es,0,yes,https://blancareal.com/es/commercialization/,high,Core service or transactional page.,no
https://www.blancareal.com/property/exclusive-luxury-villa-san-pedro-alcantara/,Exclusive luxury villa in San Pedro de Alcántara | BlancaReal,property,en,2,yes,,,Property with stronger internal-link signal in the old site.,yes
https://www.blancareal.com/property/amazing-duplex-penthouse-fuengirola/,Amazing Duplex Penthouse with 4 Bedrooms in Fuengirola | BlancaReal,property,en,3,yes,https://blancareal.com/en/property/4-bedroom-duplex-penthouse-fuengirola/,high,Property with high-confidence candidate already identified.,yes
https://www.blancareal.com/income-tax-return-2021-who-how-and-when-to-submit-it/,"Income Tax Return 2020: who, how and when. | BlancaReal",other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/nl/onze-promoties/,Onze promoties | BlancaReal,service_page,nl,0,yes,https://blancareal.com/nl/projects/,high,Core service or transactional page.,no
https://www.blancareal.com/property/3-bedrooms-penthouse-las-lagunas-mijas/,3 Bedrooms Penthouse in Las Lagunas de Mijas | BlancaReal,property,en,2,yes,https://blancareal.com/en/property/3-bedroom-penthouse-las-lagunas-de-mijas/,high,Property with high-confidence candidate already identified.,yes
https://www.blancareal.com/why-invest-in-andalusia/,Business incentives and other reasons to invest in Andalusia | BlancaReal,other,en,1,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/property/piso-1a-planta-avenida-carlos-haya-malaga/,1st Floor Flat in Avenida Carlos Haya (Malaga) | BlancaReal,property,en,2,yes,https://blancareal.com/en/property/1-bedroom-apartment-carlos-haya-malaga/,high,Property with high-confidence candidate already identified.,yes
https://www.blancareal.com/advantages-sustainable-house/,6 advantages of a sustainable house | BlancaReal,other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/blancareal-new-sales-office-at-puerto-de-la-torre-costa-del-sol/,"BLANCAREAL NEW SALES OFFICE AT PUERTO DE LA TORRE, COSTA DEL SOL | BlancaReal",other,en,2,yes,,,Informational or business page that should be reviewed early.,yes
https://www.blancareal.com/es/sell-your-property/,Sell Your Property | BlancaReal,service_page,es,0,yes,https://blancareal.com/es/sell-with-us/,high,Core service or transactional page.,no
https://www.blancareal.com/property/new-build-penthouse-los-pacos-fuengirola/,"New Build Penthouse in Los Pacos, Fuengirola | BlancaReal",property,en,1,yes,https://blancareal.com/en/property/new-build-penthouse-fuengirola/,high,Property with high-confidence candidate already identified.,yes